8.319831476296263295e-01,8.319831476296263295e-01,8.319831476296263295e-01,8.319831476296263295e-01,8.319831476296263295e-01,8.319831476296263295e-01,8.319831476296263295e-01,8.319831476296263295e-01,8.319831476296263295e-01,8.319831476296263295e-01,8.319831476296263295e-01,8.319831476296263295e-01,8.319831476296263295e-01,8.319831476296263295e-01,8.319831476296263295e-01,8.319831476296263295e-01,8.319831476296263295e-01,8.319831476296263295e-01,8.319831476296263295e-01,8.319831476296263295e-01,8.319831476296263295e-01,8.319831476296263295e-01,8.319831476296263295e-01,8.319831476296263295e-01
9.047623287959634109e-01,9.985821618495165364e-01,9.985199448531535404e-01,9.887090692261629732e-01,3.492442758058650343e-01,8.684150004991442184e-01,9.395795848008290374e-01,9.409009410637901860e-01,9.399671830440157194e-01,9.937462440717694800e-01,9.824167391318103792e-01,9.827365154701788175e-01,9.647818388250550825e-01,9.551165768541801659e-01,9.537572317589834148e-01,9.761949950603552306e-01,9.771597278908668027e-01,9.659827361400485923e-01,9.535161766843829323e-01,9.771368101730741884e-01,9.768540739848328158e-01,9.753032521965728785e-01,9.731033018219727992e-01,9.741240300666795804e-01
9.498652843398008860e-01,9.989580992596464037e-01,9.987797594931825396e-01,9.984251596302013976e-01,9.827947952976480162e-01,9.833625831983205945e-01,9.760689949696418344e-01,8.442952167462290936e-01,7.884649810078628862e-01,4.102843509282448897e-01,8.201602721711314103e-01,8.674081658297179143e-01,9.378363501531834512e-01,7.653254727564142712e-01,7.506218107692331776e-01,5.744103731742427055e-01,7.527776503127334706e-01,7.996627341249263887e-01,8.502329090293828662e-01,8.128982207145163397e-01,8.667005996098925413e-01,8.797568168222007490e-01,8.950384198265229907e-01,9.007134771688306563e-01
9.549252179955166620e-01,9.990712524328346777e-01,9.989389057367190627e-01,9.987767595666813270e-01,9.947272518016889720e-01,9.948434647722947943e-01,9.770560340457867810e-01,9.516154243675284397e-01,9.146751021884972355e-01,9.171939397898665192e-01,8.758068134726070264e-01,8.232144055670096439e-01,8.712683599400703471e-01,1.270637258028742556e-01,7.787424691539987509e-02,5.227221939033648013e-02,1.875389633893159713e-01,2.874958760551125092e-01,3.740763757659469890e-01,3.605980696855318191e-01,4.816565247554661644e-01,4.980167154049641165e-01,5.459536733065974978e-01,6.228269776291737170e-01
9.591293211976079647e-01,9.990621921043997267e-01,9.989977913491454586e-01,9.989745564232451747e-01,9.969333696139962564e-01,9.968903139256788393e-01,9.940857518918724267e-01,9.948164236259448012e-01,9.952741340697635053e-01,9.959477257398642314e-01,9.960027788586531816e-01,9.953364928534540468e-01,9.942761933890975623e-01,6.392240022684283485e-01,6.700486876329609931e-01,4.213511960780684795e-01,2.952893937719388573e-01,2.055399847156594573e-01,1.859584933445760924e-01,6.929146778240564616e-03,2.550740926644846224e-02,3.659339889308686755e-02,1.639143807501299011e-01,2.111718097231320979e-01
9.595003415479890219e-01,9.991876987524260789e-01,9.991669956852280432e-01,9.991356446536382441e-01,9.970326558110074178e-01,9.969904317817670503e-01,9.958916869497272950e-01,9.962324091352188216e-01,9.965592558614504437e-01,9.964603846952286847e-01,9.963352720270070018e-01,9.962397002414892233e-01,9.956732871107571992e-01,8.091102079897531940e-01,7.612711311687859750e-01,5.810290068088292958e-01,5.497110292215930949e-01,4.957070202565221351e-01,4.724144364090161474e-01,2.639384985072415479e-01,1.415760360000693496e-01,3.625550854110141941e-02,1.086282468523587647e-01,6.285454082589089775e-02
9.597523051276448669e-01,9.992295622887453765e-01,9.992074345825748827e-01,9.991806893905514908e-01,9.977365764707444296e-01,9.976730123160428843e-01,9.954787187171222351e-01,9.956943809203020468e-01,9.959868657770435396e-01,9.958473952897360926e-01,9.956290571604912154e-01,9.956054597522017158e-01,9.955057813071510608e-01,8.410457902144525821e-01,8.771949445198228279e-01,7.431081941733971297e-01,7.463887541233582557e-01,7.234875407286677218e-01,7.098354252140033349e-01,6.385341416103346157e-01,5.478381761000008510e-01,4.556261583635602963e-01,4.696160362083608986e-01,4.663180857150016623e-01
9.598486134048931362e-01,9.992348394490427888e-01,9.992356761155416489e-01,9.992194734501305131e-01,9.984708661484630321e-01,9.984190949351321454e-01,9.965552655724050357e-01,9.964618504115678732e-01,9.965019979680811435e-01,9.964809886133485506e-01,9.963604364627365317e-01,9.962639803644688374e-01,9.963052189379192347e-01,9.531368142730023418e-01,9.341975325882193593e-01,8.183878169088067978e-01,8.220847808408476842e-01,8.097947397144492632e-01,8.373325748792375123e-01,7.862301411993856126e-01,7.286119629818731402e-01,7.185000410921398295e-01,7.011903072903266088e-01,6.628704023414930813e-01
9.599773823601923661e-01,9.992325116248206296e-01,9.992327928306808937e-01,9.992229851759724113e-01,9.990047057733569824e-01,9.989845827749384011e-01,9.986569200630863730e-01,9.984841526591956562e-01,9.984242450064044760e-01,9.983559968233339799e-01,9.982967169175344102e-01,9.982178647226458423e-01,9.981668243220338521e-01,9.032376615313377766e-01,8.915536885051709159e-01,8.109988797952285555e-01,8.055040945596225743e-01,8.041341014728535797e-01,8.173436964495781609e-01,7.725339973942296767e-01,6.935492367877307274e-01,7.453394827373492904e-01,7.578762125151359275e-01,7.766403171133013927e-01
9.597493825377358956e-01,9.992300321321879730e-01,9.992296491546571735e-01,9.992191956555194210e-01,9.989720829999362284e-01,9.989448793465752763e-01,9.987723634590122135e-01,9.985260348459574775e-01,9.984893687096653148e-01,9.984629908269436749e-01,9.983701171150116682e-01,9.983020088086664856e-01,9.981674502230365453e-01,9.072713204837417056e-01,8.866559053152508474e-01,8.231616286845053754e-01,8.223987721929024719e-01,8.228890297263802278e-01,8.163096496801971469e-01,7.854658748559459891e-01,7.622709465542130136e-01,8.067298141928116451e-01,8.133604347896680187e-01,8.447040889837943434e-01
