8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01
8.254006044627557603e-01,8.085501221761662860e-01,9.608276081292763671e-01,9.762453933052367416e-01,9.730003337767608729e-01,5.109414605358557626e-01,5.133702714389031252e-01,5.130577793925502617e-01,4.142706873394291778e-01,4.398245725740778100e-01,4.007840659854943755e-01,3.831699789847163862e-01,3.964859274107868092e-01,3.384304537085944253e-01,2.497460567944407017e-01,2.497460567934676468e-01,1.920913852374407094e-01,1.920913852376101294e-01,6.496177751117186983e-01,6.726799887939824973e-01
8.826373931566016129e-01,8.759587496909593263e-01,9.766492767289576271e-01,9.907246955194465299e-01,9.848100670810832069e-01,7.339954656527925003e-01,7.375090061738105440e-01,7.375496061768331835e-01,5.933846809035158154e-01,6.035064845979971615e-01,5.630154215076096369e-01,5.256016698245505880e-01,5.322712216626749315e-01,5.069861908125679051e-01,3.166589259284856572e-01,3.166671582815760999e-01,2.387670124959017648e-01,2.387531066172422778e-01,8.867772018879161999e-01,9.041901946445709548e-01
9.053094983213101354e-01,8.797414317669197681e-01,9.773507437632582562e-01,9.911321548193769981e-01,9.852919823331657279e-01,7.453730598023272647e-01,7.481613381785321426e-01,7.469128992692972702e-01,5.987273126082404140e-01,6.139029896364605055e-01,5.978786097248881548e-01,5.450316601886696644e-01,5.504185733947010162e-01,5.419207426968661867e-01,3.252990607835316572e-01,3.275684367292823196e-01,2.498763718566015812e-01,2.398065093095549105e-01,9.357152285547070125e-01,9.515267380147259813e-01
9.079696636213300254e-01,8.892668824510203684e-01,9.781408591310838396e-01,9.917661507155638434e-01,9.859195865180729879e-01,7.050411628707684564e-01,7.089777903478691190e-01,7.072554082072610715e-01,6.021468392037294670e-01,6.269377816313509433e-01,6.157934301283227718e-01,5.499660486425383965e-01,5.513720390472608424e-01,5.458824391678763766e-01,2.956279010286767539e-01,2.985037023175903803e-01,2.175348270568364939e-01,2.227195262941511211e-01,9.652850937195341929e-01,9.821482991437778809e-01
9.090141052828775159e-01,8.889675357155275570e-01,9.780523165306272970e-01,9.518705031025512797e-01,9.860361801532575576e-01,7.448279827823703902e-01,7.484150333716301784e-01,7.471899627861273707e-01,6.295619419572792141e-01,6.219745986967981644e-01,6.173770611687658949e-01,5.447112821913520087e-01,5.460516492011936451e-01,5.439110916918185046e-01,3.116649528440078587e-01,3.122701320306447426e-01,2.314640382317712519e-01,2.350637828815891617e-01,9.687878060860170004e-01,9.856707969692536375e-01
9.105237696837881201e-01,8.904150482415428280e-01,9.777917677192717871e-01,9.917099091630896535e-01,9.859510237457462800e-01,7.203719137713587850e-01,7.242692635117350397e-01,7.218806613653202531e-01,6.228515024021041846e-01,6.276177791937435080e-01,6.192043280894334867e-01,5.510702300871173076e-01,5.525483906270380885e-01,5.482558259485554863e-01,3.154018667210116700e-01,3.170376378491907565e-01,2.336897369693203830e-01,2.408879886046782492e-01,9.682590871628066198e-01,9.851508105339962240e-01
9.104612286660076492e-01,8.906642816763090664e-01,9.778868283522990090e-01,9.917690879504296175e-01,9.859626714406956038e-01,7.297809802812483815e-01,7.330150401611564837e-01,7.313864110135070984e-01,6.123865511971666731e-01,6.289318537715237190e-01,6.199343498857882162e-01,5.521228000665030500e-01,5.535143690113912829e-01,5.493447143713231506e-01,3.652486380789459197e-01,3.676738704594593732e-01,2.745069571769415129e-01,2.772026422511537080e-01,9.654519188959065357e-01,9.823727582591377239e-01
9.104900777381697008e-01,8.908538819709306278e-01,9.814687090380670442e-01,9.579856066174086138e-01,9.852816426876906952e-01,6.673166117239884843e-01,6.698814343356896961e-01,6.669101064383583521e-01,5.785224796560872740e-01,6.279460977747990391e-01,5.979491783723802634e-01,5.480022629884649943e-01,5.507570841097957359e-01,5.473490183540401510e-01,3.740820694296181359e-01,3.785340287260299807e-01,2.792489129809933024e-01,2.761706410895741204e-01,9.717567705590937077e-01,9.886102016999552822e-01
9.115126813743326117e-01,8.875764771944905096e-01,9.810399516014419730e-01,9.979837930292114745e-01,9.852192708226589213e-01,7.129613032137352979e-01,7.166016175451105363e-01,7.143398087288863607e-01,6.180954123743965800e-01,6.305709738546350085e-01,6.125515640337314549e-01,5.508552617394260054e-01,5.540260689017713069e-01,5.557326547912166959e-01,3.586714053904063171e-01,3.649358445088784486e-01,2.601217772478765511e-01,2.615384403531230140e-01,9.714310561081433981e-01,9.884136282925104489e-01
