1.502913725952273634e-02,1.502913725952273634e-02,1.502913725952273634e-02,1.502913725952273634e-02,1.502913725952273634e-02,1.502913725952273634e-02,1.502913725952273634e-02,1.502913725952273634e-02,1.502913725952273634e-02,1.502913725952273634e-02,1.502913725952273634e-02,1.502913725952273634e-02
2.980312362250832001e-02,1.204361102182156945e-01,9.465735574410037712e-02,1.039385648205840007e-01,5.469014829684968465e-02,4.696937788087903604e-02,7.577536709519760993e-02,8.724872148109938386e-02,1.030244039278642998e-01,1.112765473800030047e-01,1.146339289110463039e-01,1.229051423791015923e-01
3.491721125643290624e-02,1.412916283359771374e-01,1.278400862487380496e-01,1.635913927540063872e-01,1.408827940779602828e-01,1.312266176014177388e-01,1.207356624346003215e-01,8.198550496588012659e-02,6.642762939828206203e-02,3.503802896500336772e-02,1.055355646081953570e-02,2.407704425622251079e-02
3.693195471349657727e-02,1.541176163282947098e-01,1.432839969448049811e-01,1.920722274192284695e-01,1.728918112216110692e-01,1.754899694585330128e-01,1.593022447721190171e-01,1.404202900503640494e-01,1.296995592195462066e-01,9.863538494870144335e-02,6.442605654469750476e-02,6.069017874305708549e-02
3.813508372820218623e-02,1.640755666396131462e-01,1.581551186536906406e-01,2.037444615638716039e-01,1.851212331029492841e-01,2.024412286451006127e-01,1.835978458425130133e-01,1.618243657881199005e-01,1.513786801852582686e-01,1.242410464603844744e-01,1.121331150875997662e-01,1.102027651921940743e-01
3.871872637431694048e-02,1.640077211136868052e-01,1.581350993222510048e-01,2.120880942857303608e-01,1.983727811007002240e-01,2.217322325682648254e-01,2.292648043333716246e-01,2.092748085363752286e-01,2.013253155610120748e-01,1.842546745147758958e-01,1.735245923634917697e-01,1.648017525777838166e-01
3.910215006014606393e-02,1.670267213105774695e-01,1.641660244768972654e-01,2.221983090326676846e-01,2.079834868200240994e-01,2.325558331802062284e-01,2.466140709320722990e-01,2.254441436539588728e-01,2.213621729403821015e-01,2.004318231807752093e-01,1.983617716552194543e-01,1.876252224910417710e-01
3.999168451475894337e-02,1.681889911011072714e-01,1.668912208901586203e-01,2.258046160267818681e-01,2.186328832671482203e-01,2.464462248151358947e-01,2.593278723197775526e-01,2.401028614988482413e-01,2.356981507123012132e-01,2.184728888214778064e-01,2.156528496289859542e-01,2.062392034680851083e-01
4.046717336017393446e-02,1.694134972469099054e-01,1.713267139577412113e-01,2.303622213988497369e-01,2.249909984014716036e-01,2.528457389837723834e-01,2.695723003422870190e-01,2.527040497330803603e-01,2.478048194839266583e-01,2.365457799154334073e-01,2.385679912073757625e-01,2.325309025412488906e-01
4.039792753946151033e-02,1.706036664752743903e-01,1.746278417655161841e-01,2.375032213099880218e-01,2.322549781056974239e-01,2.641140483720423315e-01,2.797542723844487766e-01,2.647516614187214734e-01,2.588665020192734145e-01,2.524475665089018772e-01,2.576275828280818470e-01,2.555884553873108422e-01
4.067021426457181899e-02,1.726535362296874876e-01,1.779338718260477514e-01,2.402627481532950138e-01,2.356477102629612186e-01,2.681485368172799588e-01,2.840555138030418370e-01,2.709950036711042398e-01,2.662527568174368753e-01,2.668268075444039655e-01,2.709368616870292956e-01,2.703284224267215041e-01
4.085072024096039062e-02,1.732105862867832913e-01,1.797130210967015085e-01,2.436592292499026868e-01,2.425816439382794676e-01,2.761837749480858251e-01,2.927768620336352323e-01,2.801771850039312395e-01,2.760781123520728020e-01,2.796524630915550591e-01,2.852384258681318063e-01,2.853357998567707665e-01
4.091005435939475826e-02,1.737988783034309370e-01,1.812113814003149803e-01,2.468999630554917502e-01,2.460664634887926583e-01,2.804199602673348446e-01,2.981935745763321099e-01,2.843899268775995082e-01,2.815569537285023682e-01,2.871284591259686825e-01,2.903265354568473344e-01,2.918829034587665516e-01
4.151848364202351260e-02,1.745223823726223256e-01,1.826813937595140325e-01,2.483755414099323433e-01,2.473499362786086009e-01,2.824558127890213211e-01,3.010227759954385851e-01,2.888508131844325644e-01,2.872753831784664591e-01,2.920394686671116125e-01,2.970996233348973670e-01,3.006723974268721844e-01
4.159796797695122783e-02,1.762615764721164047e-01,1.847554829555635714e-01,2.507023524107687140e-01,2.504359299803130545e-01,2.868605856283050204e-01,3.044778098852603532e-01,2.928628763509808497e-01,2.910707164236686628e-01,2.972201923609024132e-01,3.019046791802167951e-01,3.044361809827494381e-01
4.191245827111620553e-02,1.775839303370200517e-01,1.864949945221195671e-01,2.516421563714583698e-01,2.521832410153209136e-01,2.903817509444577838e-01,3.079068873261481265e-01,2.959157009517502379e-01,2.937596008537287640e-01,2.995300911926256360e-01,3.062254134971976738e-01,3.097206153268393658e-01
